Site,Depth,Plot,ID,Genus,Species,Comment
IUI,55,5,4411,Seriatopora,hystrix,
IUI,55,5,4412,Stylophora,sp.,too small to id
IUI,55,5,4413,Leptoseris,yabei,
IUI,55,5,4414,Favites,pentagona,
IUI,55,5,4415,Leptoseris,yabei,
IUI,55,5,4416,unidentified,,new genus?
IUI,55,5,4417,Stylophora,sp.,
IUI,55,5,4418,Echinophyllia,echinata,
IUI,55,5,4419,Leptoseris,glabra,
IUI,55,5,4420,Leptoseris,glabra,
IUI,55,5,4421,Leptoseris,glabra,
IUI,55,5,4422,Leptoseris,glabra,
IUI,55,5,4423,Leptoseris,glabra,
IUI,55,5,4424,xeniid,Octocorallia,Octocorallia
IUI,55,5,4425,Alveopora,allingi,
IUI,55,5,4426,Alveopora,allingi,
IUI,55,5,4427,Alveopora,ocellata,
IUI,55,5,4428,Echinophyllia,aspera,
IUI,55,5,4429,Echinophyllia,bulbosa,
IUI,55,5,4430,Leptoseris,glabra,
IUI,55,5,4431,Leptoseris,glabra,
IUI,55,5,4432,Leptoseris,glabra,
IUI,55,5,4433,Echinopora,lamellosa,
